Date,rahadi_oesman,sta2,sta3,sta4,sta5,sta6,sta7
04-Sep-05,0,0,0,0,0,0,0
05-Sep-05,0,0,0,0,0,0,0
06-Sep-05,0,0,0,0,0,0,0
07-Sep-05,0,0,0,0,0,0,0
08-Sep-05,0,0,0,0,0,0,0
09-Sep-05,0,0,9,0,0,21,25
10-Sep-05,0,0,1,0,0,0,5
11-Sep-05,0,0,0,0,1,0,19
12-Sep-05,0,0,0,0,0,0,0
13-Sep-05,0,0,0,0,0,0,0
14-Sep-05,0,0,4,0,0,0,0
15-Sep-05,0,0,0,0,0,0,0
16-Sep-05,0,0,0,0,0,0,0
17-Sep-05,0,0,0,0,0,8,2
18-Sep-05,0,0,0,0,1,0,0
19-Sep-05,-,0,0,0,0,0,0
20-Sep-05,0,0,0,0,0,0,0
21-Sep-05,0,0,0,0,0,0,0
22-Sep-05,0,0,0,0,0,0,0
23-Sep-05,0,0,0,0,0,0,0
24-Sep-05,16.1,0,0,0,0,0,6
25-Sep-05,64.4,0,0,0,0,0,0
26-Sep-05,53.1,12,0,0,0,0,0
27-Sep-05,5,0,0,0,20,10,0
28-Sep-05,14.8,0,0,0,0,0,2
29-Sep-05,0,0,0,0,0,0,0
30-Sep-05,0,0,2,0,0,0,0
01-Oct-05,0.2,8,20,6,0,0,3
02-Oct-05,0,0,67,60,42,20,25
03-Oct-05,15.4,0,0,0,0,0,0
04-Oct-05,0,0,0,0,0,0,0
05-Oct-05,0,0,0,0,0,0,0
06-Oct-05,2.2,0,1,0,0,0,4
07-Oct-05,0.9,2,0,0,0,0,0
08-Oct-05,0,80,0,2,2,0,13
09-Oct-05,0,0,0,2,10,2,3
10-Oct-05,0.8,0,1,0,0,0,3
11-Oct-05,7.7,0,6,0,1,0,0
12-Oct-05,2.9,0,13,7,7,4,0
13-Oct-05,75,0,0,0,0,0,0
14-Oct-05,6.3,0,1,4,0,0,1
15-Oct-05,6.7,0,0,0,1,0,0
16-Oct-05,10.2,0,0,0,0,0,0
17-Oct-05,-,23,0,0,0,0,0
18-Oct-05,39.8,0,0,0,0,0,0
19-Oct-05,2.6,0,0,0,0,0,0
20-Oct-05,31.5,0,19,1,0,0,20
21-Oct-05,30.8,0,0,0,0,0,0
22-Oct-05,0,0,0,1,4,0,0
23-Oct-05,27.5,22,0,0,0,0,0
24-Oct-05,10.1,0,9,8,3,0,4
25-Oct-05,0,0,1,0,0,0,0
26-Oct-05,83,5,0,0,0,0,0
27-Oct-05,9.6,0,61,5,1,12,17
28-Oct-05,7.2,0,1,5,0,10,4
29-Oct-05,42.6,25,32,58,70,88,54
30-Oct-05,0,5,19,2,9,0,27
31-Oct-05,77.1,0,1,1,0,0,5
01-Nov-05,20.4,0,69,0,57,0,5
02-Nov-05,1.1,50,13,57,30,10,13
03-Nov-05,0.9,10,31,30,35,21,98
04-Nov-05,1.6,12,24,23,6,25,10
05-Nov-05,0.2,8,21,44,28,35,45
06-Nov-05,0,6,16,17,2,5,1
07-Nov-05,8.3,0,29,44,2,16,0
08-Nov-05,12,2,1,0,0,30,0
09-Nov-05,0,10,2,6,23,18,10
10-Nov-05,0,27,30,34,15,10,28
11-Nov-05,0.5,0,7,11,5,0,35
12-Nov-05,37.5,0,1,0,0,0,0
13-Nov-05,4.9,4,1,4,1,0,7
14-Nov-05,9.8,9,16,0,5,0,9
15-Nov-05,4,9,17,24,14,5,6
16-Nov-05,18.4,17,26,11,23,26,34
17-Nov-05,21.6,23,37,7,53,103,9
18-Nov-05,22.8,4,12,0,0,0,0
19-Nov-05,4.4,18,2,16,0,23,5
20-Nov-05,69.2,2,17,73,17,27,31
21-Nov-05,2.8,0,2,19,2,0,0
22-Nov-05,19.5,0,22,4,8,0,2
23-Nov-05,3.9,6,7,0,4,0,1
24-Nov-05,0,0,30,28,25,51,32
25-Nov-05,85.6,23,0,0,0,0,7
26-Nov-05,64.7,5,5,9,2,77,4
27-Nov-05,0,0,21,53,22,50,19
28-Nov-05,10.3,0,1,7,3,53,0
29-Nov-05,2.4,11,0,26,0,0,0
30-Nov-05,32.6,0,2,2,0,6,9
01-Dec-05,8.2,43,16,0,0,0,18
02-Dec-05,0,16,29,8,1,15,4
03-Dec-05,0,11,20,13,83,54,18
04-Dec-05,0,65,71,85,18,73,71
05-Dec-05,0,0,37,84,22,35,29
06-Dec-05,0.8,26,1,0,0,0,1
07-Dec-05,0,26,0,0,0,0,0
08-Dec-05,6.7,2,0,0,0,6,2
09-Dec-05,26.7,0,27,57,38,53,3
10-Dec-05,90.2,2,23,4,7,4,3
11-Dec-05,21.1,0,15,8,3,2,0
12-Dec-05,79.8,0,2,0,0,0,0
13-Dec-05,62.9,0,0,12,15,5,0
14-Dec-05,25.5,27,0,3,1,25,2
15-Dec-05,5.8,11,18,12,45,19,50
16-Dec-05,31.4,0,52,15,24,15,30
17-Dec-05,9,0,2,5,2,0,9
18-Dec-05,2.2,0,19,0,0,0,0
19-Dec-05,8.7,0,2,10,4,18,13
20-Dec-05,30.4,0,1,0,1,6,2
21-Dec-05,4.8,0,0,0,0,0,0
22-Dec-05,7.2,12,0,1,3,0,2
23-Dec-05,0,0,7,38,6,7,3
24-Dec-05,24,0,35,20,8,14,31
25-Dec-05,0,1,3,39,0,0,6
26-Dec-05,1,3,3,3,1,0,1
27-Dec-05,0,0,13,3,6,0,3
28-Dec-05,0.2,0,35,0,0,0,0
29-Dec-05,0,0,1,0,0,0,0
30-Dec-05,31.1,0,0,0,0,0,0
31-Dec-05,-,0,0,0,0,0,0
01-Jan-06,51.8,0,0,0,0,0,0
02-Jan-06,0,0,6,0,1,0,17
03-Jan-06,22.5,0,1,0,0,0,0
04-Jan-06,5.8,0,0,0,0,0,0
05-Jan-06,3.7,0,0,0,0,0,0
06-Jan-06,10.3,0,0,0,0,0,0
07-Jan-06,26.5,0,0,0,0,0,0
08-Jan-06,2,0.260179752,9,0,15,8,18
09-Jan-06,0,6.44848229,20,9,3,0,8
10-Jan-06,0.8,6.853307824,11,3,0,0,0
11-Jan-06,19.3,6.126734222,3,4,3,4,8
12-Jan-06,2.7,8.729247125,1,0,6,5,9
13-Jan-06,0.6,20.47696697,12,2,1,4,7
14-Jan-06,0.2,13.68403917,1,5,0,9,0
15-Jan-06,19.4,12.56588668,13,9,25,10,5
16-Jan-06,0.1,9.121948341,1,3,0,2,0
17-Jan-06,20.7,17.54257308,19,3,4,0,4
18-Jan-06,8.3,0.292702221,13,4,11,9,0
19-Jan-06,0,0,1,0,0,0,0
20-Jan-06,0,1.10814053,2,9,4,0,21
21-Jan-06,0,12.25483271,4,12,7,18,0
22-Jan-06,0,0,2,3,0,0,0
23-Jan-06,0,0,0,0,0,0,0
24-Jan-06,0,9.039739938,2,1,0,0,0
25-Jan-06,0,20.4393944,7,13,13,36,5
26-Jan-06,0,5.746828494,22,11,10,45,11
27-Jan-06,0,0,55,11,0,0,6
28-Jan-06,0,0,1,0,0,0,3
29-Jan-06,0,2.216281061,0,0,0,0,2
30-Jan-06,0,13.72725573,41,24,12,14,14
31-Jan-06,0,9.775698371,7,5,5,9,6
01-Feb-06,0,1.10814053,1,3,0,0,25
02-Feb-06,0,10.29724617,39,3,8,8,16
03-Feb-06,0,3.773024849,6,4,2,2,8
04-Feb-06,5,19.71469122,24,11,4,28,8
05-Feb-06,22.3,5.510853705,8,17,8,0,26
06-Feb-06,26.6,0.856663478,2,0,4,0,5
07-Feb-06,2.6,0.986753354,19,5,4,4,9
08-Feb-06,3.2,0,1,0,0,0,0
09-Feb-06,14.4,0.921708416,2,2,2,2,3
10-Feb-06,-,0,2,0,0,0,5
11-Feb-06,13.7,2.613768158,13,3,3,2,1
12-Feb-06,0,1.648964149,10,6,4,3,6
13-Feb-06,0.4,0.130089876,5,0,0,4,1
14-Feb-06,7.6,2.569990434,3,49,11,0,10
15-Feb-06,13.8,2.991979432,2,0,2,0,0
16-Feb-06,9.2,0.856663478,1,0,4,0,0
17-Feb-06,0,0.097567407,11,0,1,3,2
18-Feb-06,0,0,12,3,3,0,7
19-Feb-06,0,1.759778202,5,4,0,3,3
20-Feb-06,0,0.422792097,7,2,4,13,0
21-Feb-06,0,39.02361055,13,27,12,89,11
22-Feb-06,16.6,21.88867979,16,29,18,44,20
23-Feb-06,4.7,44.12138718,7,7,12,40,29
24-Feb-06,-,22.46775811,49,16,15,20,22
25-Feb-06,4.2,6.154591777,23,12,12,8,34
26-Feb-06,24,3.538832228,5,0,0,10,0
27-Feb-06,0,4.543376174,1,0,0,0,2
28-Feb-06,0,8.161809246,14,13,2,0,22
01-Mar-06,0,0.032522469,1,1,1,1,0
02-Mar-06,6,0,0,0,0,0,0
03-Mar-06,-,0,1,0,0,0,0
04-Mar-06,3.6,3.546049697,2,2,0,0,0
05-Mar-06,-,25.29100777,23,20,21,73,35
06-Mar-06,0,25.39897233,81,22,7,45,28
07-Mar-06,0,0,1,11,1,0,0
08-Mar-06,0,1.713326956,2,6,14,0,0
09-Mar-06,0,27.38139096,15,37,0,4,8
10-Mar-06,0,17.3800817,22,2,13,3,12
11-Mar-06,0,8.816120441,16,10,43,4,0
12-Mar-06,0,29.85716964,13,4,10,7,0
13-Mar-06,0,7.666369548,24,20,95,25,5
14-Mar-06,-,0,1,0,0,0,0
15-Mar-06,0,0.878106663,62,13,9,27,0
16-Mar-06,0,45.69586655,1,0,0,9,0
17-Mar-06,0,0,0,0,0,0,0
18-Mar-06,0,0,0,0,0,0,0
19-Mar-06,4,0,0,0,0,0,0
20-Mar-06,-,0,0,0,0,0,0
21-Mar-06,5,1.662210796,0,0,0,0,0
22-Mar-06,0,29.11951675,14,42,65,37,25
23-Mar-06,1.2,52.07811561,18,0,7,24,3
24-Mar-06,0,13.82601143,28,6,18,0,9
25-Mar-06,0,1.662210796,15,0,1,0,0
26-Mar-06,-,5.489025327,5,0,9,3,3
27-Mar-06,1.4,0.455314566,4,7,2,14,29
28-Mar-06,0.1,0,4,1,1,0,0
29-Mar-06,0,22.01710846,70,13,4,3,15
30-Mar-06,0,42.08681831,5,19,17,22,15
31-Mar-06,0,0.260179752,10,0,1,8,38
01-Apr-06,0,13.16546184,7,5,1,46,0
02-Apr-06,14.6,6.838069787,17,2,10,7,3
03-Apr-06,0,8.580563557,1,0,0,2,0
04-Apr-06,0,5.58192782,0,1,0,9,0
05-Apr-06,6.5,6.44848229,13,0,0,0,4
06-Apr-06,1.6,2.512635874,22,13,47,50,5
07-Apr-06,6.7,10.22430163,48,16,13,11,19
08-Apr-06,41.2,4.690189318,1,4,0,15,13
09-Apr-06,3.6,0,0,0,0,0,2
10-Apr-06,7.4,1.662210796,0,0,0,0,0
11-Apr-06,16.6,0,0,0,0,0,0
12-Apr-06,2,5.642934973,1,5,0,0,0
13-Apr-06,73.6,2.216281061,5,0,0,0,0
14-Apr-06,3.8,19.9580927,4,3,4,6,4
15-Apr-06,3.7,4.181085069,2,0,0,0,8
16-Apr-06,33.2,11.2481214,13,0,21,5,16
17-Apr-06,7.4,0,7,0,4,0,4
18-Apr-06,1.4,0,0,0,0,0,0
19-Apr-06,2.1,5.996644346,0,0,0,0,0
20-Apr-06,0,0.357747159,71,16,23,11,26
21-Apr-06,19.5,0,1,0,0,0,0
22-Apr-06,10.2,12.94751958,21,16,0,3,4
23-Apr-06,0,2.721523495,16,8,7,31,5
24-Apr-06,0,6.003355654,57,44,13,12,4
25-Apr-06,63.7,1.238230406,1,0,0,4,0
26-Apr-06,0.1,2.424662521,1,15,0,3,2
27-Apr-06,60.7,21.2900287,40,58,61,29,4
28-Apr-06,0,0.856663478,8,11,0,0,30
29-Apr-06,0,18.69324803,7,0,5,0,10
30-Apr-06,0,1.662210796,0,0,0,0,0
01-May-06,11.5,0.856663478,0,0,0,0,20
02-May-06,9.7,0,0,0,0,0,13
03-May-06,0,0,0,0,0,0,0
04-May-06,0,6.472423027,0,0,0,1,0
05-May-06,0,0.292702221,0,0,18,9,20
06-May-06,39,0,0,0,0,0,22
07-May-06,0,9.423298258,26,0,4,0,0
08-May-06,18,8.599157249,5,0,0,1,6
09-May-06,0,3.426653912,15,0,0,0,6
10-May-06,0,31.61558358,1,0,0,0,7
11-May-06,0,38.19614714,8,0,3,0,17
12-May-06,0,31.40669596,16,11,19,19,5
13-May-06,0,0,1,0,0,0,0
14-May-06,-,0,7,0,25,0,2
15-May-06,0,1.810894363,1,0,1,3,0
16-May-06,0,0,37,1,11,0,9
17-May-06,0,0,1,0,0,0,0
18-May-06,0.3,7.211054983,9,19,7,11,26
19-May-06,0.6,23.14669218,29,38,18,30,18
20-May-06,59.3,5.088864707,12,0,0,0,0
21-May-06,50.7,8.631679718,5,24,2,2,11
22-May-06,3.3,0,16,0,0,0,44
23-May-06,4.4,1.551396742,10,7,2,0,44
24-May-06,2.2,0.856663478,1,0,0,0,0
25-May-06,0,3.686833664,5,10,1,8,0
26-May-06,0,0,11,0,0,0,0
27-May-06,-,0,0,0,0,0,0
28-May-06,32,0,0,0,0,0,0
29-May-06,18,3.426653912,3,0,0,0,18
30-May-06,21.2,0,60,29,0,0,17
31-May-06,0,28.26989477,17,0,0,0,0
01-Jun-06,0.4,0,2,0,0,0,8
02-Jun-06,3.3,1.662210796,8,0,0,0,15
03-Jun-06,0.1,17.93928979,5,23,38,62,26
04-Jun-06,1.5,1.662210796,12,4,6,0,0
05-Jun-06,22.6,3.632834758,42,1,15,64,12
06-Jun-06,40.4,3.426653912,22,0,29,0,0
07-Jun-06,115.9,20.55992347,1,0,0,0,0
08-Jun-06,24.8,4.28331739,0,0,0,0,10
09-Jun-06,1.5,5.465205558,15,27,9,10,3
10-Jun-06,1.6,1.662210796,1,0,0,0,0
11-Jun-06,6.8,19.70325999,0,0,0,0,0
12-Jun-06,0,0,0,0,0,0,0
13-Jun-06,0,2.216281061,0,0,0,0,9
14-Jun-06,3.4,0,0,0,0,0,11
15-Jun-06,5.2,0.455314566,1,0,0,14,0
16-Jun-06,1.2,10.34500667,11,0,16,2,0
17-Jun-06,0,0,0,0,0,0,0
18-Jun-06,0,3.124060699,0,0,0,0,0
19-Jun-06,25.8,0.065044938,0,3,2,2,0
20-Jun-06,0.3,0,0,0,0,0,0
21-Jun-06,36.2,0,0,0,0,0,0
22-Jun-06,0,0,0,0,0,0,0
23-Jun-06,4.3,0,0,0,0,0,0
24-Jun-06,0,0.65044938,3,61,58,20,5
25-Jun-06,-,0,2,0,0,0,3
26-Jun-06,0,0,0,0,0,0,0
27-Jun-06,0,0,0,0,0,0,0
28-Jun-06,0,0,0,0,0,0,0
29-Jun-06,0,5.139980868,0,0,0,0,0
30-Jun-06,0,0,0,0,0,0,4
01-Jul-06,0,0,0,0,0,0,0
02-Jul-06,0,0,0,0,0,0,13
03-Jul-06,0,0,0,0,0,0,0
04-Jul-06,0,11.13662521,0,7,1,0,0
05-Jul-06,0,1.329768636,0,0,0,0,5
06-Jul-06,0,0,0,0,0,0,0
07-Jul-06,0,0,0,0,0,0,0
08-Jul-06,0,0,0,0,0,0,0
09-Jul-06,0,0,0,0,0,0,0
10-Jul-06,0,1.713326956,0,0,0,0,0
11-Jul-06,0,0,0,0,0,0,0
12-Jul-06,0,0,0,0,0,0,0
13-Jul-06,0,0,0,0,0,0,0
14-Jul-06,0,0,0,0,0,0,0
15-Jul-06,0,0,0,0,0,0,0
16-Jul-06,0,0,0,0,0,0,0
17-Jul-06,0,0,0,0,0,0,0
18-Jul-06,0,0,0,0,0,0,0
19-Jul-06,5.2,0,0,0,0,0,0
20-Jul-06,0,0,0,0,0,0,0
21-Jul-06,0,5.996644346,0,0,0,0,0
22-Jul-06,0,0,0,0,0,0,0
23-Jul-06,0,0,0,0,0,0,0
24-Jul-06,0,0.162612345,0,0,5,5,5
25-Jul-06,0,3.072944539,1,0,0,0,6
26-Jul-06,1.6,0,0,0,0,0,0
27-Jul-06,0,1.329768636,0,0,0,0,0
28-Jul-06,0,0,0,0,0,0,0
29-Jul-06,0,0,0,0,0,0,0
30-Jul-06,0,0,0,0,0,0,0
31-Jul-06,0,0,0,0,0,0,0
01-Aug-06,0,0,0,0,0,0,0
02-Aug-06,0,0,0,0,0,0,0
03-Aug-06,0,0,0,0,0,0,0
04-Aug-06,0,0,0,0,0,0,0
05-Aug-06,0,0,0,0,0,0,0
06-Aug-06,0,0,0,0,0,0,0
07-Aug-06,0,0,0,0,0,0,0
08-Aug-06,0,0,0,0,0,0,0
09-Aug-06,0,0,0,0,0,0,0
10-Aug-06,0,0,0,0,0,0,0
11-Aug-06,0,0,0,0,0,0,0
12-Aug-06,0,0,0,0,0,0,0
13-Aug-06,0,0,0,0,0,0,0
14-Aug-06,0,0,0,0,0,0,0
15-Aug-06,0,0,0,0,0,0,7
16-Aug-06,0,0.856663478,0,0,0,0,0
17-Aug-06,0,0,0,0,0,0,2
18-Aug-06,0,0,0,0,0,0,24
19-Aug-06,0,0,0,0,0,0,0
20-Aug-06,0,0,0,0,0,0,0
21-Aug-06,0,0,0,0,0,0,0
22-Aug-06,0,0,0,0,0,0,0
23-Aug-06,0,0,0,0,0,0,0
24-Aug-06,0,0,0,0,0,0,0
25-Aug-06,0,0,0,0,0,0,0
26-Aug-06,0,0,0,0,0,0,0
27-Aug-06,0,0,1,0,0,0,0
28-Aug-06,0,0.065044938,0,9,50,2,0
29-Aug-06,0,0,0,0,0,0,0
30-Aug-06,0.3,0,0,0,0,0,0
31-Aug-06,0,0,0,0,0,0,0
01-Sep-06,0,0,0,0,0,0,0
02-Sep-06,0,0,0,0,0,0,0
03-Sep-06,0,0,0,0,0,0,0
04-Sep-06,0,0,0,0,0,0,0
05-Sep-06,0,0,0,0,0,0,0
06-Sep-06,0,0.554070265,0,0,0,0,0
07-Sep-06,0,0,0,0,0,0,0
08-Sep-06,6.4,0,0,0,0,0,0
09-Sep-06,0,0,0,0,0,0,0
10-Sep-06,0,0,0,0,0,0,0
11-Sep-06,0,0,0,0,0,0,0
12-Sep-06,0.2,0,1,0,0,0,4
13-Sep-06,15.5,0,0,0,0,0,0
14-Sep-06,3.4,0,0,0,0,0,0
15-Sep-06,28.3,0,0,0,0,0,0
16-Sep-06,0.6,0,0,0,0,0,13
17-Sep-06,1.8,3.102793485,0,0,0,0,0
18-Sep-06,0,3.072944539,0,0,0,0,18
19-Sep-06,0,0,0,0,0,0,0
20-Sep-06,0,5.139980868,0,0,0,0,8
21-Sep-06,5,0,0,0,0,0,0
22-Sep-06,0,0,0,0,0,0,0
23-Sep-06,0,0,0,0,0,0,10
24-Sep-06,0,0,0,0,0,0,0
25-Sep-06,0,10.75306689,0,0,3,0,4
26-Sep-06,0,7.486351805,0,0,0,4,0
27-Sep-06,0,0,0,0,0,0,0
28-Sep-06,0,0,0,0,0,0,0
29-Sep-06,0,0,0,0,0,0,0
30-Sep-06,0,0,0,0,0,0,0
01-Oct-06,0,0,0,0,0,0,0
02-Oct-06,0,0.097567407,0,1,0,3,1
03-Oct-06,0,3.426653912,0,0,0,0,2
04-Oct-06,0,2.569990434,0,0,0,0,33
05-Oct-06,0,8.958774831,0,0,12,0,15
06-Oct-06,0,36.01523804,0,3,27,29,28
07-Oct-06,0,2.856663478,15,28,53,2,7
08-Oct-06,0,8.951557362,8,10,2,10,7
09-Oct-06,0,6.394813574,4,0,0,7,6
10-Oct-06,0,0,1,0,0,0,0
11-Oct-06,0,5.139980868,1,0,0,0,0
12-Oct-06,0,0.886512424,1,0,0,0,0
13-Oct-06,0,21.41658695,6,0,7,0,37
14-Oct-06,0,3.368320282,6,27,35,10,14
15-Oct-06,0,24.9082858,8,7,40,2,10
16-Oct-06,0,0.856663478,2,0,0,0,16
17-Oct-06,0,0,1,0,0,0,0
18-Oct-06,0,0.775698371,0,0,0,0,0
19-Oct-06,0,0,0,0,0,0,0
20-Oct-06,0,0,0,0,0,0,0
21-Oct-06,0,0,0,0,0,0,0
22-Oct-06,0,0.664884318,0,0,0,0,0
23-Oct-06,11.8,1.713326956,27,28,10,0,40
24-Oct-06,14.8,0,2,0,0,0,1
25-Oct-06,0,0,1,0,0,0,1
26-Oct-06,0.2,0,1,7,0,0,2
27-Oct-06,0,0,1,2,0,0,2
28-Oct-06,0,0,1,0,0,0,0
29-Oct-06,0,2.569990434,0,0,0,0,0
30-Oct-06,0,0,0,0,0,0,0
31-Oct-06,0,0,0,0,0,0,0
01-Nov-06,0,0,0,0,0,0,1
02-Nov-06,0,0,0,0,0,0,0
03-Nov-06,0,0,0,0,0,0,0
04-Nov-06,0,0,3,0,0,0,3
05-Nov-06,70.5,0,0,0,0,0,0
06-Nov-06,15.5,0,0,0,0,0,0
07-Nov-06,7.8,0,0,0,0,0,8
08-Nov-06,0,0,0,0,7,0,2
09-Nov-06,11.4,0,0,0,0,0,3
10-Nov-06,6,1.713326956,1,0,2,0,4
11-Nov-06,-,13.66301389,4,5,15,25,35
12-Nov-06,7.8,0.195134814,17,13,22,6,24
13-Nov-06,23.8,7.739820248,2,9,0,0,3
14-Nov-06,5,2.333124291,2,8,8,7,29
15-Nov-06,0,6.618994236,1,0,0,0,0
16-Nov-06,0,0,1,1,0,0,42
17-Nov-06,18.1,0.554070265,1,4,0,0,8
18-Nov-06,6,36.96394591,5,20,11,3,35
19-Nov-06,3.2,11.59398617,17,26,20,29,7
20-Nov-06,36.2,14.68395092,10,36,42,75,21
21-Nov-06,14.8,51.67222275,29,33,29,49,17
22-Nov-06,7,25.00386182,31,20,12,9,18
23-Nov-06,3.3,12.76966919,15,14,12,5,10
24-Nov-06,23.4,2.991979432,2,3,0,0,5
25-Nov-06,0,26.9572896,1,0,0,0,2
26-Nov-06,3.6,0.554070265,2,0,7,0,0
27-Nov-06,4.6,64.26169823,1,5,27,6,19
28-Nov-06,2,3.454511467,1,2,10,4,0
29-Nov-06,0,2.065727069,1,0,18,9,8
30-Nov-06,0,9.400842751,1,2,0,17,14
01-Dec-06,0,15.27877344,2,0,4,22,2
02-Dec-06,1.8,2.629688327,1,0,3,0,2
03-Dec-06,1,0,1,0,0,0,12
04-Dec-06,3,1.662210796,1,8,0,0,0
05-Dec-06,17.7,0.443256212,1,0,0,0,17
06-Dec-06,2.8,0.735958433,1,67,23,9,17
07-Dec-06,19.6,0.332442159,1,0,5,0,2
08-Dec-06,10.8,1.713326956,1,0,2,0,10
09-Dec-06,26.2,0,1,13,4,0,0
10-Dec-06,0,2.592621911,17,8,1,10,4
11-Dec-06,0,0.856663478,1,6,0,0,5
12-Dec-06,0.4,0,0,0,0,0,0
13-Dec-06,6.3,0,7,16,0,0,11
14-Dec-06,0,15.71264482,3,0,7,9,0
15-Dec-06,6.3,0,1,0,0,0,1
16-Dec-06,7.5,0,15,3,4,0,0
17-Dec-06,63.2,0.292702221,5,0,5,9,19
18-Dec-06,0.4,0,1,0,0,0,0
19-Dec-06,5.7,3.426653912,0,0,0,0,0
20-Dec-06,41.9,0,7,0,0,0,0
21-Dec-06,0.6,0,1,62,0,0,0
22-Dec-06,14.6,0,1,0,0,0,0
23-Dec-06,2.3,0,5,0,0,0,0
24-Dec-06,50,0.856663478,2,0,0,0,0
25-Dec-06,6.1,0.162612345,103,51,84,5,2
26-Dec-06,7,53.58166359,47,53,14,95,12
27-Dec-06,9.8,10.40351627,82,42,14,19,11
28-Dec-06,54.6,32.77166059,46,38,16,21,11
29-Dec-06,10.4,8.186432114,2,13,6,6,2
30-Dec-06,17.3,31.13662521,16,4,2,20,6
31-Dec-06,54.8,35.1232026,26,6,1,0,4
01-Jan-07,11.5,25,7,13,45,34,1
02-Jan-07,15.2,0,14,40,19,36,31
03-Jan-07,22.5,0,11,5,5,11,23
04-Jan-07,1.5,0,27,23,19,10,2
05-Jan-07,36.8,10,28,14,0,6,18
06-Jan-07,0.4,10,12,3,13,27,8
07-Jan-07,4,7,21,52,19,41,19
08-Jan-07,0.8,2,7,20,45,32,6
09-Jan-07,0,0,30,9,23,2,2
10-Jan-07,23.1,0,7,3,4,2,15
11-Jan-07,1.3,0,8,13,10,1,4
12-Jan-07,5.3,0,1,0,0,0,0
13-Jan-07,7.8,0,5,3,9,0,3
14-Jan-07,0,35,3,0,0,0,0
15-Jan-07,26.8,0,16,0,0,6,0
16-Jan-07,0,0,1,0,0,0,0
17-Jan-07,3.6,0,2,0,1,0,3
18-Jan-07,-,0,2,1,6,0,0
19-Jan-07,0,25,1,0,0,0,0
20-Jan-07,0,1,4,13,0,14,5
21-Jan-07,1.8,5,2,9,0,0,4
22-Jan-07,11.1,0,2,30,8,17,11
23-Jan-07,4.2,7,35,13,15,19,3
24-Jan-07,0,0,10,6,32,26,5
25-Jan-07,1.6,0,4,8,1,0,4
26-Jan-07,41.9,0,14,47,25,1,22
27-Jan-07,10.4,2,3,13,3,3,4
28-Jan-07,0.2,4,3,10,16,67,6
29-Jan-07,8.2,3,14,47,15,26,50
30-Jan-07,2.7,4,57,45,29,52,33
31-Jan-07,0,0,18,18,18,33,4
01-Feb-07,4.2,4,8,5,3,5,2
02-Feb-07,5.8,40,25,7,8,25,8
03-Feb-07,0.1,0,10,0,0,0,44
04-Feb-07,9.5,0,7,5,29,44,6
05-Feb-07,47.4,10,16,34,16,88,28
06-Feb-07,0,5,32,27,32,2,40
07-Feb-07,1.1,0,21,18,2,2,12
08-Feb-07,28,24,5,0,32,8,4
09-Feb-07,6.8,7,10,0,2,0,7
10-Feb-07,0,1,16,4,21,12,7
11-Feb-07,0,3,30,0,6,0,0
12-Feb-07,0,5,21,0,1,0,0
13-Feb-07,0,18,21,45,57,28,22
14-Feb-07,0.9,21,19,2,0,5,3
15-Feb-07,8.4,18,15,8,4,35,7
16-Feb-07,0.1,12,25,10,11,17,26
17-Feb-07,3,15,20,35,21,31,19
18-Feb-07,0.2,25,13,24,2,54,3
19-Feb-07,8.5,16,31,5,64,62,61
20-Feb-07,7.6,8,15,20,53,24,3
21-Feb-07,0,0,38,5,2,2,5
22-Feb-07,3.1,0,7,0,0,2,10
23-Feb-07,49,0,1,0,0,0,2
24-Feb-07,0,13,1,12,0,10,18
25-Feb-07,18.2,40,50,32,13,5,14
26-Feb-07,14.5,0,9,14,8,4,2
27-Feb-07,-,0,1,0,0,0,0
28-Feb-07,0,19,5,0,0,3,3
01-Mar-07,3.7,0,52,7,0,2,3
02-Mar-07,0,13,17,1,41,18,13
03-Mar-07,0,15,1,6,5,24,15
04-Mar-07,0,0,8,0,47,20,0
05-Mar-07,0,0,39,23,11,4,3
06-Mar-07,0,13,5,4,3,46,2
07-Mar-07,0,15,7,15,5,25,15
08-Mar-07,0,13,6,9,3,28,3
09-Mar-07,0.7,15,7,21,24,45,33
10-Mar-07,0,18,55,30,30,37,33
11-Mar-07,70.4,7,50,28,30,29,34
12-Mar-07,22.2,0,1,8,8,3,47
13-Mar-07,0.1,0,0,0,0,0,24
14-Mar-07,0.7,0,7,0,0,0,0
15-Mar-07,4,0,16,0,0,0,6
16-Mar-07,14.9,12,46,20,18,14,13
17-Mar-07,25.7,10,5,10,0,0,16
18-Mar-07,0,2,39,24,69,77,33
19-Mar-07,0,0,17,59,4,4,10
20-Mar-07,8,38,82,40,91,63,83
21-Mar-07,24.5,26,26,3,40,0,21
22-Mar-07,24,12,10,9,13,10,3
23-Mar-07,2,15,11,42,10,39,16
24-Mar-07,0,17,1,4,110,47,21
25-Mar-07,0,0,1,0,0,0,1
26-Mar-07,0,3,0,2,0,2,0
27-Mar-07,2,4,0,1,0,17,0
28-Mar-07,2.6,12,24,13,5,20,26
29-Mar-07,29.2,18,3,65,7,9,8
30-Mar-07,0,15,43,60,41,50,11
31-Mar-07,62.2,13,10,22,26,60,9
01-Apr-07,0,17,13,9,25,35,6
02-Apr-07,0,0,2,24,12,0,0
03-Apr-07,0,0,4,0,0,0,8
04-Apr-07,46,0,1,0,0,0,0
