"","Date","rahadi_oesman","sta2","sta3","sta4","sta5","sta6","sta7"
"5479",2018-12-31,3,0,2,"0.5",1,10,0
"5480",2019-01-01,28,0,0,"0",0,0,0
"5481",2019-01-02,24.8,0,0,"3",0,0.5,0
"5482",2019-01-03,33.6,0,0,"0",0,0,0
"5483",2019-01-04,5.8,0,0,"0",0,0,0.5
"5484",2019-01-05,NA,0,10,"14.5",3,17,0
"5485",2019-01-06,0,13,12,"31.5",5,22.5,17
"5486",2019-01-07,3.1,14,2,"9.5",14,47.5,14
"5487",2019-01-08,0.1,0,0,"18",0,0,23
"5488",2019-01-09,21.1,0,0,"0",0,5,1.5
"5489",2019-01-10,NA,0,0,"4.5",0,0.5,3.5
"5490",2019-01-11,0,7,4,"0",21.5,0.5,20
"5491",2019-01-12,2.9,0,0,"0",1,0,5
"5492",2019-01-13,27.3,0,19,"0.5",0,0.5,3
"5493",2019-01-14,64.1,0,28,"7",0,0,14
"5494",2019-01-15,NA,0,11,"0",0,0,32
"5495",2019-01-16,5.5,0,6,"0",0,0,0
"5496",2019-01-17,7.7,1,0,"7.5",30,6,16.5
"5497",2019-01-18,NA,0,0,"0",1,0,2.5
"5498",2019-01-19,0,0,0,"0",0,0,4.5
"5499",2019-01-20,NA,0,0,"0",0,0,0
"5500",2019-01-21,5.3,0,0,"0",0,0,6.5
"5501",2019-01-22,4.2,0,0,"0",0,0,6
"5502",2019-01-23,7.3,0,3,"0",0,0,1.5
"5503",2019-01-24,NA,0,0,"5.5",0,2,0
"5504",2019-01-25,2.5,0,0,"0",0,0,0
"5505",2019-01-26,0,0,0,"0",0,0,2
"5506",2019-01-27,0,0,0,"0",0,0,0
"5507",2019-01-28,0,0,0,"0",0,0,0
"5508",2019-01-29,NA,0,0,"0",0,0,1
"5509",2019-01-30,0,0,0,"3.5",4,1.5,13.5
"5510",2019-01-31,NA,0,0,"6",3.5,5,2
"5511",2019-02-01,NA,3,7,"1.5",1,0.5,24.5
"5512",2019-02-02,17.2,0,2,"34.5",11.5,18,0
"5513",2019-02-03,NA,0,9,"5",5.5,43,3.5
"5514",2019-02-04,5.5,5,0,"9",2.5,19.5,14
"5515",2019-02-05,50.6,1,3,"2.5",4.5,2,7
"5516",2019-02-06,0,1,10,"4",1,3.5,2
"5517",2019-02-07,NA,4,0,"2.5",1,1,1
"5518",2019-02-08,NA,1,4,"0",1,0,0
"5519",2019-02-09,0,0,27,"13.5",17,29,19.5
"5520",2019-02-10,18.2,5,0,"0",0,0,0
"5521",2019-02-11,20.4,0,0,"0",0,0,0
"5522",2019-02-12,46.8,0,0,"0",0,0,0
"5523",2019-02-13,0,0,0,"1",0,1,0
"5524",2019-02-14,0,0,41,"28.5",11.5,36,13
"5525",2019-02-15,53.3,14,2,"2",1,0,3
"5526",2019-02-16,3,2,45,"2.5",14,3,29.5
"5527",2019-02-17,71.4,6,26,"13.5",52,12.5,27
"5528",2019-02-18,7.7,19,17,"16",3.5,6.5,4
"5529",2019-02-19,0,4,0,"0",0,4,25
"5530",2019-02-20,0,6,0,"8.5",1,54.5,2.5
"5531",2019-02-21,2.4,0,1,"0.5",6.5,2,1.5
"5532",2019-02-22,22.7,0,0,"0",0,0,1.5
"5533",2019-02-23,0,0,0,"6.5",0,0,1.5
"5534",2019-02-24,NA,0,0,"0",0,0,0
"5535",2019-02-25,65.8,0,0,"0",0,0,0
"5536",2019-02-26,NA,0,0,"0",0,0,23.5
"5537",2019-02-27,5.7,3,0,"2",3,0.5,2
"5538",2019-02-28,38.5,6,0,"0.5",0,1.5,0.5
"5539",2019-03-01,56.6,0,0,"0",0,0,0
"5540",2019-03-02,47.1,0,0,"0",0,0,0
"5541",2019-03-03,1.8,0,0,"3",0,0,25.5
"5542",2019-03-04,0,0,0,"7.5",4.5,11.5,3
"5543",2019-03-05,NA,2,41,"8.5",26,7,5
"5544",2019-03-06,3.8,5,25,"8",6,17.5,1.5
"5545",2019-03-07,0,1,27,"14.5",6,39,3
"5546",2019-03-08,NA,14,7,"22.5",21,17.5,2.5
"5547",2019-03-09,0,5,0,"1",0,0,0.5
"5548",2019-03-10,0,0,36,"31.5",32,57.5,33
"5549",2019-03-11,0,5,24,"2",1,1.5,20.5
"5550",2019-03-12,0,2,5,"12",15.5,3,8.5
"5551",2019-03-13,7.5,5,46,"29.5",35,100,27
"5552",2019-03-14,NA,30,8,"5.5",2,4,19
"5553",2019-03-15,0,13,0,"0",0,0,0.5
"5554",2019-03-16,0,0,0,"0",0,0,0
"5555",2019-03-17,12.2,0,0,"0",0,0,0
"5556",2019-03-18,NA,0,0,"12.5",1.5,35,27
"5557",2019-03-19,NA,4,0,"38.5",0,0,0
"5558",2019-03-20,2.8,24,12,"0.5",20,22,0
"5559",2019-03-21,0,0,0,"0",0,0,0
"5560",2019-03-22,NA,0,0,"0",0,0,2.5
"5561",2019-03-23,0,0,1,"2.5",0,0,0.5
"5562",2019-03-24,0,0,1.5,"0",0,0,25.5
"5563",2019-03-25,0,0,0,"0",0,12.5,0
"5564",2019-03-26,NA,0,7,"3.5",8,5,18.5
"5565",2019-03-27,0,0,24,"39.5",29,38.5,30
"5566",2019-03-28,18.7,9,0,"0",0,0,0
"5567",2019-03-29,17,0,0,"0",0,0,0
"5568",2019-03-30,0,0,10.5,"7.5",0,6,7
"5569",2019-03-31,8,0,34,"31",4,58.5,48
"5570",2019-04-01,0,24,0,"0",0,0,0
"5571",2019-04-02,NA,0,37,"1.5",0,0,5
"5572",2019-04-03,0.2,0,55,"36",54,51,12
"5573",2019-04-04,0,44,24,"1.5",15,14.5,1
"5574",2019-04-05,23.5,0,43,"2",28.5,5,4
"5575",2019-04-06,3.6,1,6,"0",3.5,37,1
"5576",2019-04-07,0,9,0,"0",0,52.5,0
"5577",2019-04-08,NA,14,0,"13.5",4,0,4
"5578",2019-04-09,0,19,14,"16",9,9,1.5
"5579",2019-04-10,0,34,2.5,"6.5",2,9.5,0.5
"5580",2019-04-11,0,11,30,"33.5",26,1.5,12.5
"5581",2019-04-12,0.5,11,3,"0",0,0,12
"5582",2019-04-13,1.2,0,0,"0",0,1,4
"5583",2019-04-14,15.3,0,0,"0.5",0,0.5,0
"5584",2019-04-15,NA,0,8.5,"28.5",27,24,6
"5585",2019-04-16,0.8,11,0,"0",0,0,2
"5586",2019-04-17,NA,12,33,"0",0,0,0
"5587",2019-04-18,NA,0,47,"8.5",20,48,16.5
"5588",2019-04-19,0,5,33,"114",45.5,78,3
"5589",2019-04-20,15.8,12,2,"0.5",1,0,13.5
"5590",2019-04-21,0,0,0,"51.5",0,1,10
"5591",2019-04-22,NA,0,28.5,"13.5",49,14.5,18.5
"5592",2019-04-23,93.8,7,31,"11",22,5.5,92
"5593",2019-04-24,37.5,12,11,"3",5,5,5
"5594",2019-04-25,4.5,10,17,"1",15,36.5,17.5
"5595",2019-04-26,1.8,17,1.5,"13.5",3.5,1.5,0
"5596",2019-04-27,124.5,1,0,"12",0,9,3
"5597",2019-04-28,159.5,1,2,"0.5",0,0,0
"5598",2019-04-29,NA,0,0,"11.5",1.5,0,0
"5599",2019-04-30,0,4,5,"34.5",5,0,8.5
"5600",2019-05-01,0,0,0,"1.5",0,0,0
"5601",2019-05-02,NA,8,15,"22",16,27,19.5
"5602",2019-05-03,0,36,0,"0",0,0,3
"5603",2019-05-04,0,0,0,"1",0,12,0
"5604",2019-05-05,0,0,0,"0",0,0,0
"5605",2019-05-06,14.4,0,0,"0",0,0,0
"5606",2019-05-07,3,0,45,"1.5",25.5,0,9
"5607",2019-05-08,NA,15,54,"0",0,0,0
"5608",2019-05-09,0,0,11.5,"3.5",61,8.5,6
"5609",2019-05-10,0,25,36,"0",0,23.5,0
"5610",2019-05-11,4,5,37,"0",8.5,16,4
"5611",2019-05-12,0,1,0,"0",0,0,0
"5612",2019-05-13,19.8,0,0,"2",0,0.5,16
"5613",2019-05-14,0,0,0,"0",0,0,2
"5614",2019-05-15,0,9,18,"0",13.5,7,17.5
"5615",2019-05-16,NA,2,0,"1",6,0,1.5
"5616",2019-05-17,22,22,1,"0",1.5,0.5,4.5
"5617",2019-05-18,6.7,11,0,"0",0,0,0
"5618",2019-05-19,0,0,9.5,"0",0,0.5,0
"5619",2019-05-20,4,0,2,"2.5",4,2,42.5
"5620",2019-05-21,10,3,3,"1",0,0,12
"5621",2019-05-22,1.5,14,0,"0",0,0.5,0
"5622",2019-05-23,0,0,0,"0",0,0,0
"5623",2019-05-24,0,0,0,"3.5",2.5,5,0
"5624",2019-05-25,NA,0,0,"0",0,0,8.5
"5625",2019-05-26,4.5,0,0,"0",0,0,0
"5626",2019-05-27,0,0,5,"27.5",8.5,1,2
"5627",2019-05-28,3,0,14,"5",3,4.5,5
"5628",2019-05-29,0,1,16.5,"0",0,0,0
"5629",2019-05-30,0,0,0,"1",6,0,0
"5630",2019-05-31,9.6,1,16,"7",54,7.5,10
"5631",2019-06-01,8.5,0,1,"0",0,9,0.5
"5632",2019-06-02,27.1,1,2.5,"1.5",10,16.5,7.5
"5633",2019-06-03,6.6,1,0,"0",0,0,0
"5634",2019-06-04,16.2,0,0,"0",0,0,0.5
"5635",2019-06-05,5.8,0,5,"1",38,11.5,7
"5636",2019-06-06,NA,20,0,"12",11.5,27.5,45
"5637",2019-06-07,3.9,9,0,"0",0,0,0
"5638",2019-06-08,3.3,0,0,"12",0,1,8
"5639",2019-06-09,8,3,0,"1",12,0.5,8
"5640",2019-06-10,0,0,0,"0",0,0,4
"5641",2019-06-11,0,0,13,"4.5",14,0,10
"5642",2019-06-12,0,10,29,"5",0,1,8
"5643",2019-06-13,NA,30,0,"0",0,0,4
"5644",2019-06-14,116.4,3,2,"3",0,0,2.5
"5645",2019-06-15,NA,0,7,"5.5",5,0.5,1.5
"5646",2019-06-16,NA,0,0,"4.5",0,0,6
"5647",2019-06-17,4,0,0,"0",0,0,0
"5648",2019-06-18,NA,0,0,"2",0,1,5
"5649",2019-06-19,87.9,0,0,"0",0,0,0
"5650",2019-06-20,4,0,0,"1.5",0,5.5,4.5
"5651",2019-06-21,0,0,17.5,"0",0,0,0
"5652",2019-06-22,0,0,0,"2",2,5.5,0
"5653",2019-06-23,0,0,0,"0",0,6,0
"5654",2019-06-24,0,0,1.5,"27",0,27.5,10.5
"5655",2019-06-25,NA,0,0,"2",3,0,0
"5656",2019-06-26,0,0,18,"4",4,4,7
"5657",2019-06-27,0,23,23,"8",40.5,46,6
"5658",2019-06-28,0,24,0,"0",0,0,0
"5659",2019-06-29,NA,2,0,"0",0,0,0
"5660",2019-06-30,NA,0,0,"0",0,0,0
"5661",2019-07-01,0,0,0,"0",0,0,0
"5662",2019-07-02,0,0,0,"0",0,0,0
"5663",2019-07-03,0,0,0,"0",0,0,0
"5664",2019-07-04,0,0,0,"0",0,0,1
"5665",2019-07-05,NA,0,0,"2",1,0,0
"5666",2019-07-06,0,1,21,"17.5",9,4.5,3.5
"5667",2019-07-07,0,1,0,"0",0,0,0
"5668",2019-07-08,NA,0,0,"0",0,0,0
"5669",2019-07-09,0,0,0,"0",0,0,0
"5670",2019-07-10,NA,0,0,"0",0,0,0
"5671",2019-07-11,0,0,0,"0",0,0,0
"5672",2019-07-12,NA,0,0,"0",0,0,1.5
"5673",2019-07-13,0,0,8,"1.5",0,1,2.5
"5674",2019-07-14,0,20,8,"0.5",0,0,10
"5675",2019-07-15,0,1,69.5,"18",32,35,31.5
"5676",2019-07-16,0,24,3,"15",10,16,1.5
"5677",2019-07-17,NA,7,0,"0",0,0,0
"5678",2019-07-18,0,2,0,"0",0,0,0
"5679",2019-07-19,0,0,0,"0",0,0,0
"5680",2019-07-20,NA,0,0,"0",0,0,0
"5681",2019-07-21,40.6,0,0,"0",0,0,0
"5682",2019-07-22,5,0,0,"0",0,0,0
"5683",2019-07-23,NA,1,0,"0",0,0,0
"5684",2019-07-24,0,5,0,"0",0,0,1
"5685",2019-07-25,0,0,0,"0",0,0,0
"5686",2019-07-26,NA,0,0,"0",0,0,0
"5687",2019-07-27,0,0,0,"0",0,0,0
"5688",2019-07-28,NA,0,0,"0",0,0,0
"5689",2019-07-29,0,0,0,"0",0,0,0
"5690",2019-07-30,NA,0,0,"0",0,0,0
"5691",2019-07-31,NA,0,0,"0",0,0,0
"5692",2019-08-01,0,0,0,"0",0,0,0
"5693",2019-08-02,0,0,0,"0",0,0,0
"5694",2019-08-03,0,0,0,"0",0,0,1
"5695",2019-08-04,0,0,2,"1",0,0,0
"5696",2019-08-05,0,0,0,"0",0,0,0
"5697",2019-08-06,NA,0,0,"0",0,0,0
"5698",2019-08-07,0,0,0,"0",0,0,0
"5699",2019-08-08,0,0,0,"0",0,0,0
"5700",2019-08-09,0,0,0,"0",0,0,7.5
"5701",2019-08-10,NA,0,0,"0",0,0,1
"5702",2019-08-11,0,5,7,"24.5",0,0,0.5
"5703",2019-08-12,0,10,51,"1.5",3.5,56,10.5
"5704",2019-08-13,0,3,0,"0.5",0,1,1
"5705",2019-08-14,NA,0,0,"0",0,0,7.5
"5706",2019-08-15,0,1,13.5,"2.5",12,50.5,1
"5707",2019-08-16,0,2,0,"0",0,0,0
"5708",2019-08-17,0,0,0,"0",0,0,0
"5709",2019-08-18,NA,0,0,"0",0,0,0
"5710",2019-08-19,0,0,0,"0",0,0,0
"5711",2019-08-20,8,0,0,"0",0,0,0
"5712",2019-08-21,0,0,0,"0",0,0,4
"5713",2019-08-22,NA,0,0,"0",0,0,0
"5714",2019-08-23,NA,0,0,"0",0,0,0
"5715",2019-08-24,0,0,0,"0",0,0,0
"5716",2019-08-25,5.6,0,0,"0",0,0,0
"5717",2019-08-26,NA,0,0,"0",0,0,0
"5718",2019-08-27,1.8,1,0,"0",0,0,0
"5719",2019-08-28,0,0,0,"0",0,0,8.5
"5720",2019-08-29,NA,0,0,"0",0,0,0.5
"5721",2019-08-30,0,0,0,"0",0,0,0
"5722",2019-08-31,0,0,0,"0",0,0,0
"5723",2019-09-01,0,0,0,"8",0,0,0
"5724",2019-09-02,0,0,0,"0",0,0,0.5
"5725",2019-09-03,0,0,0,"0",0,0,27.5
"5726",2019-09-04,0,14,0,"0",0,13,0
"5727",2019-09-05,0,13,0,"0",0,0,0
"5728",2019-09-06,0,1,0,"0",0,0,12
"5729",2019-09-07,NA,0,31,"35",10,3,35
"5730",2019-09-08,0,13,33,"1",1,1.5,0
"5731",2019-09-09,0,6,15,"9",18.5,15,8
"5732",2019-09-10,NA,11,22,"16",47,19.5,14.5
"5733",2019-09-11,0,13,7.5,"17.5",1,11,12.5
"5734",2019-09-12,NA,17,15,"0",0,0,0
"5735",2019-09-13,0,12,0,"0.5",0,0,9.5
"5736",2019-09-14,NA,0,0,"0",0,0,0
"5737",2019-09-15,0,0,0,"0",0,0,0
"5738",2019-09-16,0,0,3,"5.5",0,0,9
"5739",2019-09-17,0,0,0,"0",0,0,0.5
"5740",2019-09-18,0,0,0,"0",0,0,0
"5741",2019-09-19,0,0,0,"0",0,0,0
"5742",2019-09-20,NA,0,0,"0",0,3,0
"5743",2019-09-21,0,3,0,"0",2,0,0
"5744",2019-09-22,0,8,19,"1",7.5,11.5,2
"5745",2019-09-23,0,7,3.5,"1.5",1.5,0.5,2.5
"5746",2019-09-24,12.2,0,0,"0",0,0,0
"5747",2019-09-25,NA,0,0,"0",0,0,0
"5748",2019-09-26,0,0,0,"0",0,0,0
"5749",2019-09-27,2,0,0,"0",0,0,0
"5750",2019-09-28,0.1,0,0,"0",0,0,0
"5751",2019-09-29,0.8,0,0,"1.5",0,0,0.5
"5752",2019-09-30,NA,0,0,"0",0,0,1.5
"5753",2019-10-01,NA,5,0,"0",0,2,3
"5754",2019-10-02,2.6,0,7,"0",0,15,0
"5755",2019-10-03,6.2,10,14,"66",17,119,8
"5756",2019-10-04,6.1,12,19,"13",4.5,5.5,11
"5757",2019-10-05,5.5,35,0,"33",0,22,8.5
"5758",2019-10-06,0,17,6,"17",3.5,12.5,27.5
"5759",2019-10-07,11.6,11,34,"37.5",23,35.5,50
"5760",2019-10-08,2.6,27,20,"4.5",10,14,59
"5761",2019-10-09,NA,8,7,"15.5",4,12,20
"5762",2019-10-10,0,7,0,"0",1,0,1.5
"5763",2019-10-11,0,0,9,"1",2,10.5,27.5
"5764",2019-10-12,0,1,1,"2",0,0,25
"5765",2019-10-13,19.3,2,34,"2.5",71.5,57,9
"5766",2019-10-14,NA,26,4.5,"0",4,0,7
"5767",2019-10-15,0,0,0,"0",0,0,4.5
"5768",2019-10-16,6.9,2,0,"0",0,0,0
"5769",2019-10-17,62.5,0,0,"0",0,0,0
"5770",2019-10-18,0,0,34,"11",24,11,21.5
"5771",2019-10-19,4.3,27,2,"8",13,7,6.5
"5772",2019-10-20,NA,2,34,"6.5",30.5,16.5,1
"5773",2019-10-21,NA,7,18,"40.5",13.5,35,29.5
"5774",2019-10-22,NA,20,26,"47",17.5,52.5,50
"5775",2019-10-23,0,15,8,"16.5",1,21.5,1.5
"5776",2019-10-24,NA,1,8,"24.5",3.5,2,3
"5777",2019-10-25,0,0,48,"11",14.5,11.5,25
"5778",2019-10-26,0.4,3,0,"0",0,0,0
"5779",2019-10-27,13.6,0,0,"0",0,0,0
"5780",2019-10-28,0,0,0,"0",0,0,0
"5781",2019-10-29,6.1,0,0,"0",0,0,0
"5782",2019-10-30,0,0,0,"0",0,0,0
"5783",2019-10-31,0,0,0,"0",0,0,0
"5784",2019-11-01,NA,0,5,"23.5",21,23,2
"5785",2019-11-02,0,4,21,"1",50,0.5,0.5
"5786",2019-11-03,NA,22,18,"4.5",1,1,5.5
"5787",2019-11-04,NA,12,12,"1",4.5,1,9
"5788",2019-11-05,0,1,30,"5.5",23,7.5,12.5
"5789",2019-11-06,0,9,5,"12",24.5,30,3
"5790",2019-11-07,0,21,0,"9.5",3.5,51,16.5
"5791",2019-11-08,0,7,7.5,"6",11.5,35.5,5.5
"5792",2019-11-09,0,1,16.5,"18",2,2,32.5
"5793",2019-11-10,0,0,23,"7.5",8,22.5,14.5
"5794",2019-11-11,0,33,34,"12",4.5,4.5,1.5
"5795",2019-11-12,0,4,13.5,"59",21,21.5,25
"5796",2019-11-13,3.6,5,8.5,"9.5",18,8,6.5
"5797",2019-11-14,4.1,5,7.5,"4.5",10.5,65,44
"5798",2019-11-15,5.7,9,0,"11",0,1,12
"5799",2019-11-16,0,0,0,"1.5",0,0.5,0
"5800",2019-11-17,8.1,1,0,"0.5",0,2.5,4
"5801",2019-11-18,19.2,1,25,"26.5",26,18,17
"5802",2019-11-19,35,14,0,"0",0,0,0
"5803",2019-11-20,7.2,0,0,"0",0,0,0
"5804",2019-11-21,9.7,0,0,"0",0,0,0
"5805",2019-11-22,70.8,0,2,"63.5",2,0,9.5
"5806",2019-11-23,66.7,0,4,"9.5",2,38,11.5
"5807",2019-11-24,14.8,3,16,"26.5",1.5,31,4.5
"5808",2019-11-25,3.9,0,25.5,"29.5",23.5,20.5,32
"5809",2019-11-26,0,31,19,"18",13,42.5,12
"5810",2019-11-27,NA,9,2,"0.5",0,25.5,0
"5811",2019-11-28,1.2,6,0,"0.5",3,31,4
"5812",2019-11-29,0,2,18.5,"21",3,10.5,0.5
"5813",2019-11-30,10.5,29,0,"2",0,0,0
"5814",2019-12-01,0.6,0,8,"34",42.5,49,10.5
"5815",2019-12-02,8.1,13,34,"5.5",86,13,7.5
"5816",2019-12-03,5.2,7,34,"11.5",48,2,19.5
"5817",2019-12-04,0,15,33,"40.5",35,8,9
"5818",2019-12-05,0,17,11,"27.5",3.5,7.5,18
"5819",2019-12-06,3.5,2,0,"0",8,13.5,24.5
"5820",2019-12-07,9.7,4,27,"11.5",2,0,1.5
"5821",2019-12-08,6.5,2,0,"45",6,15,9.5
"5822",2019-12-09,53.7,7,0,"0.5",8.5,22.5,1.5
"5823",2019-12-10,7.9,5,0,"1",0,0,0
"5824",2019-12-11,7,0,0,"18.5",0,54.5,0.5
"5825",2019-12-12,7.3,2,14,"1",3.5,1.5,9
"5826",2019-12-13,1.7,32,0,"0",0,37.5,0.5
"5827",2019-12-14,1,0,14,"20",21.5,9.5,6.5
"5828",2019-12-15,28.4,1,4.5,"13",25,27,36.5
"5829",2019-12-16,5.2,9,7,"16",4.5,18,11.5
"5830",2019-12-17,15.5,33,7.5,"75.5",26,23,1.5
"5831",2019-12-18,65.7,0,16,"49.5",9,32.5,18
"5832",2019-12-19,1.8,0,0,"1",0,0,16.5
"5833",2019-12-20,0.4,0,2,"3.5",1.5,4.5,8
"5834",2019-12-21,0,0,3,"0.5",4.5,0.5,0.5
"5835",2019-12-22,47.5,0,3,"0.5",4.5,4,1
"5836",2019-12-23,37.5,4,0,"0",0,0,0.5
"5837",2019-12-24,0,0,6,"6",11.5,3,0
"5838",2019-12-25,0,2,4,"3",5,4.5,9
"5839",2019-12-26,0,2,16,"13.5",14.5,28,14
"5840",2019-12-27,133,15,1,"1",1.5,0,0
"5841",2019-12-28,34.8,0,1,"0.5",1,1,3.5
"5842",2019-12-29,0,3,9,"5",9.5,13,9
"5843",2019-12-30,8,10,8,"1.5",0,5,1
"5844",2019-12-31,0.6,6,12,"3.5",3.5,4.5,10
"5845",2020-01-01,62.5,NA,NA,"",NA,NA,NA
"5846",2020-01-02,11.3,NA,NA,"",NA,NA,NA
"5847",2020-01-03,17.9,NA,NA,"",NA,NA,NA
"5848",2020-01-04,1.5,NA,NA,"",NA,NA,NA
"5849",2020-01-05,0.6,NA,NA,"",NA,NA,NA
"5850",2020-01-06,1.8,NA,NA,"",NA,NA,NA
"5851",2020-01-07,NA,NA,NA,"",NA,NA,NA
"5852",2020-01-08,NA,NA,NA,"",NA,NA,NA
"5853",2020-01-09,16.9,NA,NA,"",NA,NA,NA
"5854",2020-01-10,73,NA,NA,"",NA,NA,NA
"5855",2020-01-11,10.3,NA,NA,"",NA,NA,NA
"5856",2020-01-12,13.4,NA,NA,"",NA,NA,NA
"5857",2020-01-13,4.4,NA,NA,"",NA,NA,NA
"5858",2020-01-14,0,NA,NA,"",NA,NA,NA
"5859",2020-01-15,0,NA,NA,"",NA,NA,NA
"5860",2020-01-16,NA,NA,NA,"",NA,NA,NA
"5861",2020-01-17,NA,NA,NA,"",NA,NA,NA
"5862",2020-01-18,0,NA,NA,"",NA,NA,NA
"5863",2020-01-19,32.6,NA,NA,"",NA,NA,NA
"5864",2020-01-20,0.4,NA,NA,"",NA,NA,NA
"5865",2020-01-21,NA,NA,NA,"",NA,NA,NA
"5866",2020-01-22,NA,NA,NA,"",NA,NA,NA
"5867",2020-01-23,26.7,NA,NA,"",NA,NA,NA
"5868",2020-01-24,35.1,NA,NA,"",NA,NA,NA
"5869",2020-01-25,11.2,NA,NA,"",NA,NA,NA
"5870",2020-01-26,0,NA,NA,"",NA,NA,NA
"5871",2020-01-27,24.8,NA,NA,"",NA,NA,NA
"5872",2020-01-28,8.7,NA,NA,"",NA,NA,NA
"5873",2020-01-29,NA,NA,NA,"",NA,NA,NA
"5874",2020-01-30,63.5,NA,NA,"",NA,NA,NA
"5875",2020-01-31,32.5,NA,NA,"",NA,NA,NA
"5876",2020-02-01,12.7,NA,NA,"",NA,NA,NA
"5877",2020-02-02,13.1,NA,NA,"",NA,NA,NA
"5878",2020-02-03,NA,NA,NA,"",NA,NA,NA
"5879",2020-02-04,1.8,NA,NA,"",NA,NA,NA
"5880",2020-02-05,2.3,NA,NA,"",NA,NA,NA
"5881",2020-02-06,NA,NA,NA,"",NA,NA,NA
"5882",2020-02-07,1.3,NA,NA,"",NA,NA,NA
"5883",2020-02-08,NA,NA,NA,"",NA,NA,NA
"5884",2020-02-09,NA,NA,NA,"",NA,NA,NA
"5885",2020-02-10,NA,NA,NA,"",NA,NA,NA
"5886",2020-02-11,NA,NA,NA,"",NA,NA,NA
"5887",2020-02-12,0,NA,NA,"",NA,NA,NA
"5888",2020-02-13,NA,NA,NA,"",NA,NA,NA
"5889",2020-02-14,47,NA,NA,"",NA,NA,NA
"5890",2020-02-15,NA,NA,NA,"",NA,NA,NA
"5891",2020-02-16,92,NA,NA,"",NA,NA,NA
"5892",2020-02-17,37.4,NA,NA,"",NA,NA,NA
"5893",2020-02-18,1,NA,NA,"",NA,NA,NA
"5894",2020-02-19,7.9,NA,NA,"",NA,NA,NA
"5895",2020-02-20,7.6,NA,NA,"",NA,NA,NA
"5896",2020-02-21,33.5,NA,NA,"",NA,NA,NA
"5897",2020-02-22,7.7,NA,NA,"",NA,NA,NA
"5898",2020-02-23,19.2,NA,NA,"",NA,NA,NA
"5899",2020-02-24,5,NA,NA,"",NA,NA,NA
"5900",2020-02-25,4.3,NA,NA,"",NA,NA,NA
"5901",2020-02-26,14.2,NA,NA,"",NA,NA,NA
"5902",2020-02-27,10.5,NA,NA,"",NA,NA,NA
"5903",2020-02-28,1.5,NA,NA,"",NA,NA,NA
"5904",2020-02-29,4,NA,NA,"",NA,NA,NA
"5905",2020-03-01,0,NA,NA,"",NA,NA,NA
"5906",2020-03-02,9.2,NA,NA,"",NA,NA,NA
"5907",2020-03-03,54.2,NA,NA,"",NA,NA,NA
"5908",2020-03-04,9.4,NA,NA,"",NA,NA,NA
"5909",2020-03-05,0,NA,NA,"",NA,NA,NA
"5910",2020-03-06,69,NA,NA,"",NA,NA,NA
"5911",2020-03-07,NA,NA,NA,"",NA,NA,NA
"5912",2020-03-08,0,NA,NA,"",NA,NA,NA
"5913",2020-03-09,NA,NA,NA,"",NA,NA,NA
"5914",2020-03-10,NA,NA,NA,"",NA,NA,NA
"5915",2020-03-11,0,NA,NA,"",NA,NA,NA
"5916",2020-03-12,NA,NA,NA,"",NA,NA,NA
"5917",2020-03-13,NA,NA,NA,"",NA,NA,NA
"5918",2020-03-14,NA,NA,NA,"",NA,NA,NA
"5919",2020-03-15,NA,NA,NA,"",NA,NA,NA
"5920",2020-03-16,40.8,NA,NA,"",NA,NA,NA
"5921",2020-03-17,42.6,NA,NA,"",NA,NA,NA
"5922",2020-03-18,68.3,NA,NA,"",NA,NA,NA
"5923",2020-03-19,2.5,NA,NA,"",NA,NA,NA
"5924",2020-03-20,74.6,NA,NA,"",NA,NA,NA
"5925",2020-03-21,44.4,NA,NA,"",NA,NA,NA
"5926",2020-03-22,NA,NA,NA,"",NA,NA,NA
"5927",2020-03-23,14,NA,NA,"",NA,NA,NA
"5928",2020-03-24,8,NA,NA,"",NA,NA,NA
"5929",2020-03-25,3.2,NA,NA,"",NA,NA,NA
"5930",2020-03-26,1.5,NA,NA,"",NA,NA,NA
"5931",2020-03-27,22,NA,NA,"",NA,NA,NA
"5932",2020-03-28,1.2,NA,NA,"",NA,NA,NA
"5933",2020-03-29,1.5,NA,NA,"",NA,NA,NA
"5934",2020-03-30,6.5,NA,NA,"",NA,NA,NA
"5935",2020-03-31,0,NA,NA,"",NA,NA,NA
"5936",2020-04-01,0,NA,NA,"",NA,NA,NA
"5937",2020-04-02,0,NA,NA,"",NA,NA,NA
"5938",2020-04-03,NA,NA,NA,"",NA,NA,NA
"5939",2020-04-04,NA,NA,NA,"",NA,NA,NA
"5940",2020-04-05,0,NA,NA,"",NA,NA,NA
"5941",2020-04-06,20.7,NA,NA,"",NA,NA,NA
"5942",2020-04-07,25.3,NA,NA,"",NA,NA,NA
"5943",2020-04-08,17.4,NA,NA,"",NA,NA,NA
"5944",2020-04-09,2,NA,NA,"",NA,NA,NA
"5945",2020-04-10,0,NA,NA,"",NA,NA,NA
"5946",2020-04-11,6.6,NA,NA,"",NA,NA,NA
"5947",2020-04-12,0,NA,NA,"",NA,NA,NA
"5948",2020-04-13,NA,NA,NA,"",NA,NA,NA
"5949",2020-04-14,0.7,NA,NA,"",NA,NA,NA
"5950",2020-04-15,1,NA,NA,"",NA,NA,NA
"5951",2020-04-16,0,NA,NA,"",NA,NA,NA
